stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
ES:Euskotren:StopPlace:1561:,,Lovaina,,"Magdalena Kalea, 12 / Vitoria-Gasteiz",42.846246,-2.67851,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1562:,,Landaberde,,"Landaberde Kalea, 15-29 / Vitoria-Gasteiz",42.866206,-2.698489,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1563:,,Forondako Atea/Portal De Foronda,,"Forondako Atea, 32 / Vitoria-Gasteiz",42.862903,-2.684497,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1564:,,Legebiltzarra/Parlamento,,"Alaba Jeneralaren Kalea, 1 / Vitoria-Gasteiz",42.845328,-2.674377,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1565:,,Ibaiondo,,"Landaberde Kalea, 4-10 / Vitoria-Gasteiz",42.864798,-2.702087,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1566:,,Europa,,"Gasteiz Hiribidea, 74 / Vitoria-Gasteiz",42.852541,-2.680251,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1567:,,Lakuabizkarra,,"Wellingtongo Dukea Kalea, 27 / Vitoria-Gasteiz",42.863127,-2.694579,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1568:,,Kristo,,"Calle del Cristo, 2 / Vitoria-Gasteiz",42.874085,-2.6776,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1569:,,Artapadura,,"Arriagako Atea, 76 / Vitoria-Gasteiz",42.869514,-2.680272,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1570:,,Arriaga,,"Arriagako Atea, 64 / Vitoria-Gasteiz",42.866638,-2.678658,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1571:,,Intermodal,,"Forondako Atea, 7 / Vitoria-Gasteiz",42.86036,-2.682798,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1572:,,Honduras,,"Honduras Kalea, 5-7 / Vitoria-Gasteiz",42.857247,-2.681146,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1573:,,Angulema,,"Angulema Kalea, 5 / Vitoria-Gasteiz",42.84336,-2.667699,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1574:,,Euskal Herria,,Euskal Herria Bulebarra / Vitoria-Gasteiz,42.85806,-2.685054,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1575:,,Antso Jakituna/Sancho El Sabio,,Antso Jakitunaren Kalea / Vitoria-Gasteiz,42.848114,-2.679946,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1576:,,Wellington,,"Wellingtongo Dukea Kalea, 23 / Vitoria-Gasteiz",42.85995,-2.69232,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1577:,,Kañabenta,,Kainabenta Plaza / Vitoria-Gasteiz,42.873816,-2.68126,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1578:,,Txagorritxu,,"Ronda de Circunvalación, 2-20 / Vitoria-Gasteiz",42.856916,-2.689028,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1580:,,La Escontrilla,,"Calle de Funikular, 30 / Valle de Trápaga-Trapagaran",43.301233,-3.04203,ES:Euskotren:Zone:50:,,1,,,2,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:1581:,,Larreineta,,"Barrio Reineta, 59 / Valle de Trápaga-Trapagaran",43.292442,-3.049087,ES:Euskotren:Zone:50:,,1,,,2,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2576:,,Lutxana-Erandio,,San Jose de Lutxana Auzoa / Erandio,43.291318,-2.969768,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2577:,,Zazpikaleak/Casco Viejo-Bilbao,,Plazuela de San Nicolás / Bilbao,43.259983,-2.922197,ES:Euskotren:Zone:3:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2579:,,Bermeo,,"Santamañe Kalea, s/n bajo / Bermeo",43.417771,-2.723233,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2580:,,Lasarte-Oria,,"Avd. Donostia, 1 bajo / Lasarte-Oria",43.270645,-2.020122,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2581:,,Amara-Donostia,,"Plaza Easo, 9 / Donostia-San Sebastián",43.313179,-1.981685,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2582:,,Hendaia,,"Boulevard de Gaulle, s/n / Hendaia",43.352637,-1.781958,ES:Euskotren:Zone:43:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2584:,,San Pelaio-Zarautz,,"Calle de María Etxetxiki, 89-91 / Zarautz",43.283471,-2.160199,ES:Euskotren:Zone:41:,,1,,,1,ES:Euskotren:Level:Level:Minus1:,
ES:Euskotren:StopPlace:2585:,,Ola-Sondika,,"San Martin Bidea, 1 / Sondika",43.291849,-2.925227,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2586:,,Amorebieta Geralekua,,"Calle Txiki Otaegi, 5 / Amorebieta-Etxano",43.22182,-2.734876,ES:Euskotren:Zone:6:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2587:,,Lemoa,,"Calle de la Estación, 10 / Lemoa",43.207092,-2.775247,ES:Euskotren:Zone:6:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2588:,,Lurgorri-Gernika,,"Calle de Iparraguirre, 48 / Gernika-Lumo",43.306722,-2.680315,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2589:,,Irun,,"Paseo de Colón, 25 / Irun",43.341205,-1.796055,ES:Euskotren:Zone:43:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2590:,,Anoeta-Donostia,,"Paseo de Anoeta, 32 / Donostia-San Sebastián",43.302085,-1.975353,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2591:,,Etxebarri,,"Calle de Santa Ana, 10 / Etxebarri",43.245623,-2.891068,ES:Euskotren:Zone:4:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2592:,,Aia-Orio,,"Olazkoegia auzoa, 64, bajo / Aia",43.274231,-2.125866,ES:Euskotren:Zone:41:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2593:,,Institutoa-Gernika,,"Calle de Carles Gongoiti, s/n / Gernika-Lumo",43.319882,-2.676842,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2594:,,Unibertsitatea-Eibar,,"Av de Otaola, 24B / Eibar",43.180662,-2.487442,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2595:,,Sondika,,"Mintxine bidea, 4 / Sondika",43.298293,-2.927764,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2596:,,Muxika,,"Barrio de la Astelarre, 93 / Muxika",43.286788,-2.689493,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2597:,,Matiko-Bilbao,,Calle Tiboli / Bilbao,43.268919,-2.925007,ES:Euskotren:Zone:3:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2598:,,Zuhatzu-Galdakao,,"Calle Txomin Egileor, 48 / Galdakao",43.228896,-2.853572,ES:Euskotren:Zone:4:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2599:,,Itsasbegi-Busturia,,"Barrio de Axpe, 138-141 / Busturia",43.3911,-2.693867,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2600:,,Berriz,,"Geltoki kalea, 2, bajo / Berriz",43.168405,-2.574515,ES:Euskotren:Zone:7:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2601:,,Larrondo-Loiu,,"Calle Elotxelerri, s/n / Loiu",43.294299,-2.915778,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2602:,,Errotabarri-Ermua,,"Av de Guipuzkoa, 11-25 / Ermua",43.18314,-2.498927,ES:Euskotren:Zone:40:,,1,,,2,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2603:,,Traña-Abadiño,,Calle de Trañaetxoste / Abadiño,43.165337,-2.612701,ES:Euskotren:Zone:7:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2604:,,Zumaia,,"Calle de Estazioko, 1, bajo / Zumaia",43.291603,-2.251818,ES:Euskotren:Zone:41:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2606:,,Euba-Amorebieta,,"Barrio de Euba, 20 / Amorebieta-Etxano",43.194827,-2.69674,ES:Euskotren:Zone:6:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2607:,,Lezama,,"Barrio de Aretxalde, 78-84 / Lezama",43.273257,-2.835634,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2608:,,Loiola-Donostia,,"Calle Zeharbidea, 6 / Donostia-San Sebastián",43.310096,-1.968305,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2609:,,Txurdinaga-Bilbao,,Avda. Gabriel Aresti / Bilbao,43.258051,-2.906729,ES:Euskotren:Zone:3:,,1,,,0,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2610:,,Galtzaraborda-Errenteria,,"Avda. Galtzaraborda, s/n / Errenteria",43.312407,-1.90685,ES:Euskotren:Zone:42:,,1,,,0,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2611:,,Zangroiz-Sondika,,"Carr. Asua-Erletxes, 35 / Sondika",43.300349,-2.940859,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2612:,,Oiartzun,,"Barrio Arragua, s/n / Oiartzun",43.308619,-1.879725,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2613:,,Arroa-Zestoa,,"Barrio de San Isidro, 3 / Zestoa",43.278008,-2.270856,ES:Euskotren:Zone:41:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2614:,,Derio,,"Barrio de Arteaga, 14 / Derio",43.290827,-2.887276,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2615:,,Axpe-Busturia,,"Barrio de Axpe, 35 / Busturia",43.380106,-2.693181,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2616:,,Mundaka,,"Calle Geltoki, 1 bajo / Mundaka",43.40887,-2.700911,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2617:,,Zurbaranbarri-Bilbao,,Calle Zumaia / Bilbao,43.264911,-2.914977,ES:Euskotren:Zone:3:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2618:,,Durango,,"Calle Geltoki, 2 / Durango",43.169457,-2.634787,ES:Euskotren:Zone:7:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2619:,,Eibar,,"Estación, 21, bajo / Eibar",43.186939,-2.465641,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2620:,,Bedia,,Barrio de Barroeta / Bedia,43.206171,-2.79803,ES:Euskotren:Zone:6:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2621:,,Lugaritz-Donostia,,Paseo de Lugaritz / Donostia-San Sebastián,43.302417,-2.000701,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2622:,,Elgoibar,,"Trenbide kalea, 14, bajo / Elgoibar",43.213608,-2.415941,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2624:,,Herrera-Donostia,,"Avd. Jose Elosegi, 297 / Donostia-San Sebastián",43.319883,-1.937971,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2625:,,Fanderia-Errenteria,,Avda. Fanderia / Errenteria,43.308228,-1.889437,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2626:,,Altzola-Elgoibar,,"Calle de Donosti, 8 / Elgoibar",43.235874,-2.399523,ES:Euskotren:Zone:40:,,1,,,2,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2627:,,San Lorentzo-Ermua,,Av de Guipuzkoa 35 / Ermua,43.179425,-2.495861,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2629:,,Elotxelerri-Loiu,,Camino de Molinaga / Loiu,43.294479,-2.905664,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2631:,,Altza-Donostia,,"Paseo de Larratxo, 95 / Donostia-San Sebastián",43.316946,-1.930062,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2632:,,Bentak-Irun,,Avda. Elizatxo / Irun,43.330398,-1.816814,ES:Euskotren:Zone:43:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2633:,,Deba,,"Plaza Arakistain, 6 / Deba",43.293616,-2.355378,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2635:,,Amaña-Eibar,,Calle de Amaña / Eibar,43.184398,-2.480569,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2636:,,Belaskoenea-Irun,,Calle de los Balleneros / Irun,43.336498,-1.80327,ES:Euskotren:Zone:43:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2637:,,Amorebieta Geltokia,,"Calle Sabino Arana, 42, bajo / Amorebieta-Etxano",43.216878,-2.736627,ES:Euskotren:Zone:6:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2638:,,Kurtzea-Lezama,,"Barrio de Aretxalde,156 / Lezama",43.276579,-2.846344,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2639:,,Kukullaga-Etxebarri,,"C/ Bernar Etxepare, 33 / Etxebarri",43.251142,-2.889764,ES:Euskotren:Zone:18:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2640:,,Azitain-Eibar,,"Calle de Barrena, 9-11 / Eibar",43.190407,-2.45419,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2641:,,Uribarri-Bilbao,,Calle Trauko / Bilbao,43.267102,-2.921277,ES:Euskotren:Zone:3:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2642:,,Zamudio,,Mikel Zarate Plaza / Zamudio,43.284342,-2.864839,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2643:,,Forua,,"Barrio Elejalde, s/n / Forua",43.332384,-2.673426,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2645:,,Gernika,,"Plaza estación, s/n bajo / Gernika-Lumo",43.314559,-2.676106,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2646:,,Ariz-Basauri,,"Avd. Cervantes, 8 bajo / Basauri",43.240313,-2.879282,ES:Euskotren:Zone:4:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2647:,,Añorga-Donostia,,"Avd. de Añorga, 12 / Donostia-San Sebastián",43.291513,-1.994673,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2648:,,Intxaurrondo-Donostia,,Plaza Sagastieder / Donostia-San Sebastián,43.314909,-1.954756,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2649:,,Ficoba-Irun,,Avda. de Iparralde / Irun,43.349495,-1.786201,ES:Euskotren:Zone:43:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2650:,,Mendaro,,"Calle de José María Linazasoro, 9-11 / Mendaro",43.252152,-2.387913,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2651:,,Errekalde-Donostia,,Autovía del Norte / Donostia-San Sebastián,43.278846,-2.007148,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2652:,,Lekunbiz-Zamudio,,"Barrio de San Antolín, 27 / Zamudio",43.286699,-2.874526,ES:Euskotren:Zone:2:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2653:,,Usurbil,,"Calle de Erribera, 25 / Usurbil",43.268748,-2.052937,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2654:,,Gaintxurizketa-Lezo,,Carretera Madrid-Irún / Lezo,43.32671,-1.857557,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2655:,,Zaldibar,,"Barrio de Okango, 31 / Zaldibar",43.171641,-2.547899,ES:Euskotren:Zone:7:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2656:,,Ardantza-Eibar,,Plaza Untzaga / Eibar,43.184641,-2.473832,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2657:,,Zugaztieta-Muxika,,"Barrio de Zugastieta, 25 / Muxika",43.252154,-2.692748,ES:Euskotren:Zone:8:,,1,,,0,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2658:,,Toletxegain-Elgoibar,,"Av de Pedro Muguruza, 6-8 / Elgoibar",43.217481,-2.409036,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2660:,,San Kristobal-Busturia,,"Barrio de Altamira, 9 / Busturia",43.367813,-2.690337,ES:Euskotren:Zone:8:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2661:,,Usansolo,,"Calle de Oletxe, 48 / Usansolo",43.217819,-2.821656,ES:Euskotren:Zone:4:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2663:,,Otxarkoaga-Bilbao,,Avda. Pau Casals / Bilbao,43.259503,-2.900123,ES:Euskotren:Zone:3:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2664:,,Zarautz,,"Calle de Lapurdi, 2, bajo / Zarautz",43.284252,-2.17145,ES:Euskotren:Zone:41:,,1,,,0,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2665:,,Errenteria,,"Avda. Pablo Iglesias, 16 / Errenteria",43.311307,-1.899174,ES:Euskotren:Zone:42:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2666:,,Ermua,,"Calle Izelaieta, 21 / Ermua",43.185235,-2.501026,ES:Euskotren:Zone:40:,,1,,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2667:,,Pasaia,,"Zumalakarregi kalea, 8 / Pasaia",43.317912,-1.917488,ES:Euskotren:Zone:42:,,1,,,2,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlace:2669:,,Hegoalde,,Plaza de las Hebillas / Vitoria-Gasteiz,42.838825,-2.666329,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2670:,,Florida,,"C/Florida, 76 / Vitoria-Gasteiz",42.842071,-2.665088,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2671:,,Unibertsitatea,,"C/ Martinez Aragón, 13 / Vitoria-Gasteiz",42.837364,-2.67243,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2673:,,Abusu,,,43.245503,-2.915783,ES:Euskotren:Zone:20:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2674:,,Bolueta,,"48004 Bilbao, Vizcaya / Bilbao",43.247252,-2.904919,ES:Euskotren:Zone:20:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2675:,,Salburua,,"Avenida 8 de Marzo, 17 / Vitoria-Gasteiz",42.854489,-2.651874,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2676:,,La Unión,,"Av. Salburua, 8 / Vitoria-Gasteiz",42.849156,-2.650589,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2677:,,Santa Luzia,,"Calle Florida, 38 / Vitoria-Gasteiz",42.841606,-2.658713,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2678:,,Iliada,,"Paseo de la Iliada, 2 / Vitoria-Gasteiz",42.843377,-2.651488,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlace:2679:,,Nikosia,,"Av. Salburua, 34 / Vitoria-Gasteiz",42.845215,-2.649645,ES:Euskotren:Zone:70:,,1,,,1,ES:Euskotren:Level:Level:1:,
ES:Euskotren:StopPlaceEntrance:2576_Entrada_E1:,,Irteera,,San Jose de Lutxana Auzoa / Erandio,43.291362,-2.969755,ES:Euskotren:Zone:2:,,2,ES:Euskotren:StopPlace:2576:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2577_Entrada_E1:,,Irteeera,,Plazuela de San Nicolás / Bilbao,43.259963,-2.922172,ES:Euskotren:Zone:3:,,2,ES:Euskotren:StopPlace:2577:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2579_Entrada_E1:,,Irteera (Kai Bidea),,"Santamañe Kalea, s/n bajo / Bermeo",43.41801,-2.723413,ES:Euskotren:Zone:8:,,2,ES:Euskotren:StopPlace:2579:,,2,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2579_Entrada_E2:,,Irteera (Igogailua),,"Santamañe Kalea, s/n bajo / Bermeo",43.417919,-2.723418,ES:Euskotren:Zone:8:,,2,ES:Euskotren:StopPlace:2579:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2580_Entrada_E1:,,Irteera,,"Avd. Donostia, 1 bajo / Lasarte-Oria",43.270637,-2.020092,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2580:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2581_Entrada_E1:,,Irteera (Autonomia kalerako arrapala),,"Plaza Easo, 9 / Donostia-San Sebastián",43.31316,-1.981802,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2581:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2581_Entrada_E2:,,Irteera (Easo enparantzarako eskailerak),,"Plaza Easo, 9 / Donostia-San Sebastián",43.313243,-1.981706,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2581:,,2,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2581_Entrada_E3:,,Irteera (Easo kalerako arrapala),,"Plaza Easo, 9 / Donostia-San Sebastián",43.313256,-1.981533,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2581:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2581_Entrada_E4:,,Irteera (Komisaldegi ondokoa),,"Plaza Easo, 9 / Donostia-San Sebastián",43.313076,-1.981275,ES:Euskotren:Zone:42:,,2,ES:Euskotren:StopPlace:2581:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2582_Entrada_E1:,,Irteera,,"Boulevard de Gaulle, s/n / Hendaia",43.352591,-1.782072,ES:Euskotren:Zone:43:,,2,ES:Euskotren:StopPlace:2582:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2584_Entrada_E1:,,Irteera,,"Calle de María Etxetxiki, 89-91 / Zarautz",43.283639,-2.160156,ES:Euskotren:Zone:41:,,2,ES:Euskotren:StopPlace:2584:,,1,ES:Euskotren:Level:Level:Minus1:,
ES:Euskotren:StopPlaceEntrance:2585_Entrada_E1:,,Irteera,,"San Martin Bidea, 1 / Sondika",43.291811,-2.925147,ES:Euskotren:Zone:2:,,2,ES:Euskotren:StopPlace:2585:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2586_Entrada_E1:,,Irteeera ,,"Calle Txiki Otaegi, 5 / Amorebieta-Etxano",43.221808,-2.734988,ES:Euskotren:Zone:6:,,2,ES:Euskotren:StopPlace:2586:,,1,ES:Euskotren:Level:Level:0:,
ES:Euskotren:StopPlaceEntrance:2587_Entrada_E1:,,Irteera (Estazio Auzoa),,"Calle de la Estación, 10 / Lemoa",43.207106,-2.775631,ES:Euskotren:Zone:6:,,2,ES:Euskotren:StopPlace:2587:,,1,ES:Euskotren:Level:Level:0:,
