stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type
710,,"Errenteria - Sorgintzulo Kalea 6, Kristobal Gamon Ikastetxea",43.31761961361487,-1.9078348689027702,1,0
711,,"Errenteria - Alaberga Auzoa 54 Parean, Telefónica",43.31520411418472,-1.9075945028105787,1,0
712,,"Errenteria - Galtzaraborda Etorbidea 67, Beraungo Osasun Zentroa",43.31414239471411,-1.9105114382478516,1,0
720,,Errenteria - Galtzaraborda Etorbidea 61,43.31168675960314,-1.9126762507027688,1,0
97,,"Donostia - Casares Pasealekua, Darieta",43.320195879617934,-1.9260042375827557,1,0
98,,"Donostia - Casares Pasealekua, Oleta",43.31973712346421,-1.9298971167723953,1,0
99,,"Donostia - Altza Pasealekua 6, Santa Barbara",43.31753473010391,-1.930293405574199,1,0
100,,"Donostia - Larratxo Pasealekua, Nerecan",43.316633872809085,-1.9341074857341216,1,0
120,,"Donostia - Leosiñeta Kalea, Larratxo 46",43.31356097786554,-1.9377249854164422,1,0
1305,,"Astigarraga - Donostia Ibilbidea 38, Hezegunea",43.28339451220202,-1.9492812512524453,1,0
142,,"Donostia - Garbera Bidea, Garbera",43.30822784707357,-1.9481753819560068,1,0
1308,,"Astigarraga - Donostia Ibilbidea, Industrialgunea",43.28029255164625,-1.950764305254365,1,0
153,,"Donostia - Lauaizeta Kalea 28, Martillun",43.31290583123063,-1.9360223452228398,1,0
155,,"Donostia - Txapinene Kalea 11, San Martzial",43.31409995758489,-1.9346820343942084,1,0
1404,,Lezo - Altamira,43.31713032708974,-1.9018748682977973,1,0
101,,"Donostia - Larratxo Pasealekua, Nerecan",43.316523193093815,-1.933825783507152,1,0
102,,"Donostia - Altza Pasealekua 4 Parean, Santa Barbara",43.31756832000791,-1.9300338389538851,1,0
103,,"Donostia - Casares Pasealekua, Oleta",43.31974266464615,-1.9295270387174595,1,0
104,,"Donostia - Casares Pasealekua, Darieta",43.32036566278018,-1.9258655856856361,1,0
1304,,"Astigarraga - Donostia Ibilbidea, Lekueder",43.280461915407855,-1.950576523242942,1,0
1307,,Astigarraga - Donostia Ibilbidea - Pelotari Biribilgunea,43.28268722661359,-1.9497248069416213,1,0
154,,"Donostia - Lauaizeta Kalea 33, Martillun",43.31301249122269,-1.9358725083139185,1,0
156,,"Donostia - Txapinene Kalea 17, San Martzial",43.3141429053014,-1.9344593159973713,1,0
110,,Donostia - Gipuzkoa Plaza,43.321047157357235,-1.981660235996646,1,0
808,,"Oiartzun - Iparralde Etorbidea, Eliza",43.30010881672508,-1.8601527142856946,1,0
809,,"Oiartzun - Santusene Kalea 2, Belutene",43.29669360113211,-1.8580960970161273,1,0
810,,Oiartzun - Altzibar,43.29345309058354,-1.8573061489733185,1,0
811,,"Oiartzun - Kaleberrria, Peñene",43.29262217645342,-1.859762491789346,1,0
812,,"Oiartzun - Iturriotz, Herrigunea",43.293177138148685,-1.8657678471880244,1,0
813,,"Oiartzun - Araneder Bidea 18 Parean, Ibarre",43.29626742861691,-1.8723181758693344,1,0
814,,"Oiartzun - Ihurrita Bidea 10a, Ugaldetxo",43.29917909450711,-1.8772204262911654,1,0
815,,Oiartzun - Mamut Merk.gunea,43.301176923158536,-1.8816960459137524,1,0
816,,"Oiartzun - Lartzabal Etxadia 1, Arragua",43.308941392271514,-1.8819605965476909,1,0
16,,"Donostia - Tolosa Hiribidea, Amerika Plaza",43.30235030832763,-2.003758065189647,1,0
17,,"Donostia - Tolosa Hiribidea 77, Unibertsitateak",43.30718139051736,-2.0084386093288247,1,0
80,,"Donostia - Tolosa Hiribidea, Lorea",43.3050203205687,-2.006365353401695,1,0
81,,"Donostia - Zumalakarregi Hiribidea 11, Esklabak",43.31480581816229,-2.001951478199909,1,0
140,,"Donostia - Tolosa Hiribidea 13, Magisteritza",43.31227457325447,-2.0070117023994363,1,0
817,,"Oiartzun - Joansendo Kalea 5 Parean, Aristegi",43.299527422692805,-1.8806043789819578,1,0
804,,"Oiartzun - Oreretako Bidea 23, Arragua",43.308790391830556,-1.8821729824850484,1,0
805,,"Oiartzun -  Urkia Bidea 12, Talaia Industrialdea",43.304275303008936,-1.883624304316859,1,0
806,,Oiartzun - Mamut Merk.gunea,43.3021012435317,-1.8822955578481058,1,0
807,,Oiartzun - Ugaldetxo,43.298507474842815,-1.8757657077856675,1,0
18,,Donostia - Tolosa Hiribidea 138,43.30223745278323,-2.004240745774249,1,0
60,,Donostia - Zumalakarregi Hiribidea 4,43.3151005570909,-2.0016753552574245,1,0
66,,"Donostia - Tolosa Hiribidea, Magisteritza",43.31129467300837,-2.0092718996125347,1,0
72,,"Donostia - Tolosa Hiribidea, Zubimusu Parkea",43.312861183426456,-2.0061266271778098,1,0
73,,Donostia - Tolosa Hiribidea 112,43.30490734718207,-2.0068357226154263,1,0
85,,"Donostia - Tolosa Hiribidea 70, Unibertsitatea",43.307049013336595,-2.0087490148637817,1,0
818,,"Oiartzun - Joansendo Kalea 5, Aristegi",43.299592011219744,-1.8807634658240713,1,0
820,,Oiartzun -  Rafael Pikabea Biribilgunea,43.299213029358036,-1.8678747781421263,1,0
821,,Oiartzun - Rafael Pikabea Etorbidea 25,43.299226954198566,-1.863830762461225,1,0
1403,,"Lezo - Jaizkibel Etorbidea, Herrigunea",43.32154052846197,-1.897922854716404,1,0
1010,,Pasai Donibane- Juan Xxiii (frontoia),43.32360204789567,-1.914819437945285,1,0
1011,,"Pasai Donibane - Lezobidea 24, Meipi",43.32270474671943,-1.912307086719869,1,0
1405,,Lezo - Kiroldegia,43.31899345355248,-1.8999174367120708,1,0
1402,,"Lezo - Jaizkibel Etorbidea, Ijurko",43.32144598301933,-1.8974559087121814,1,0
1406,,Lezo - Kiroldegia,43.31898124781957,-1.8995846785822534,1,0
1013,,Pasaia - San Roke Kalea 3,43.324250612099426,-1.91484489313063,1,0
1519,,Irun - Letxunborro Puiana Biribilgunea,43.339826061980624,-1.8113583297874414,9,0
1501,,"Irun - Letxumborro Hiribidea 59 Parean, Aranibar",43.33003418300655,-1.8231563214529298,9,0
1521,,Irun - Aldabe Mendia Kalea 13,43.3396303389501,-1.8107206405429996,9,0
1506,,"Irun - Elizatxo Hiribidea 14, La Salle",43.3352946782752,-1.799086246924387,9,0
1507,,"Irun - Gipuzkoa Hiribidea 6, Luis Mariano",43.3397592906081,-1.7946557229091729,9,0
1508,,"Irun - Hondarribia Kalea 25, Gurutze Gorria",43.343279893452014,-1.7997801191490888,9,0
1515,,Irun - Colon Ibilbidea 43,43.34079606544138,-1.7964857484905066,9,0
1533,,"Irun - Elizatxo Hiribidea  36, Oinaurre",43.33272382505206,-1.8055265908545848,9,0
1595,,Irun- Molino Errepidea (irunerantz),43.33121375634328,-1.8144373775832587,9,0
1509,,"Irun - Zabaltza Plaza 1, Colon-zabaltza",43.3401069268763,-1.7926132761739215,9,0
1610,,"Hondarribia - Itsasargi Kalea 20, La Muela",43.37125342148466,-1.7934890262265746,9,0
1513,,"Irun - Colon Ibilbidea 52, Euskotren",43.34080273127272,-1.7962635521968044,9,0
1614,,"Hondarribia - Ramon Iribarren Pasealekua 26, Lurgorri",43.38368016946583,-1.7961191094670748,9,0
1615,,"Hondarribia - Ramon Iribarren Pasealekua 15 Parean, Iterlimen",43.38032552456134,-1.7982100649396857,9,0
1619,,"Hondarribia - Foru Kalea 15 Parean, Arroka",43.37479024502219,-1.796727042421473,9,0
1517,,Irun - Fermín Calbetón Kalea 3,43.339347597243226,-1.7889273365255478,9,0
1522,,Irun - Hondarribia Kalea,43.34248954794006,-1.799117141239218,9,0
1631,,"Hondarribia - Matxin Arzu Kalea 4, La Marina Eliza",43.36730511487077,-1.793073603741606,9,0
1510,,Irun - Zubiaurre Kalea 5,43.34175943318189,-1.7990451739815885,9,0
1512,,Irun - Larreaundi Biribilgunea,43.33344688980251,-1.7895133607703908,9,0
1616,,"Hondarribia - Ramon Iribarren Pasealekua 15, Iterlimen",43.38072332097596,-1.7983626919433193,9,0
1620,,"Hondarribia - Foru Kalea 15, Arroka",43.374665638278465,-1.796865288154086,9,0
1536,,Irun - Euskal Herria Hiribidea 9,43.3341217665324,-1.7937310543746612,9,0
1538,,Irun - Urdanibia Plaza,43.33762163978648,-1.7858035573550135,9,0
1625,,"Hondarribia - Baserritar Etorbidea 64, Talaia",43.37122768319791,-1.7995993664480983,9,0
1503,,"Irun - Gipuzkoa Hiribidea 1, Luis Mariano",43.33943558851704,-1.794699137067702,9,0
1523,,Irun - Elizatxo Hiribidea 11,43.336292316388246,-1.7963403262207773,9,0
139,,"Donostia - Zorroaga Anoeta, Anoeta Estadioa",43.30330535344897,-1.9732765637982028,1,0
1618,,Hondarribia - Dorrea Biribilgunea,43.36876047285822,-1.7995986588867001,9,0
1630,,Hondarribia - Labreder Kalea 4,43.36815788279747,-1.8005238865143283,9,0
819,,Oiartzun - Rafael Pikabea Etorbidea 35,43.29888860789918,-1.8714930370854794,1,0
822,,"Oiartzun - Oreretako Bidea, Mendin",43.30346202671429,-1.8741455591332898,1,0
823,,"Oiartzun - Yon Oñatibia Etorbidea 13, Pikabene",43.3006141066089,-1.8656912373584715,1,0
1514,,"Irun - Colon, Luis Mariano",43.34015022745183,-1.7933032782508875,9,0
1505,,"Irun - Elizatxo Hiribidea 62, Bentak",43.33087364340125,-1.8155047968864673,9,0
135,,"Donostia - Miramon Pasealekua, Poliklinika I",43.29058905940724,-1.9801100109030667,1,0
136,,"Donostia - Mikeletegi, Miramon",43.28808550867007,-1.98209940102392,1,0
122,,Donostia - Mikeletegi Pasealekua 12,43.288067502246335,-1.982099701313472,1,0
147,,Donostia - Mikeletegi Pasealekua 6,43.28697946611503,-1.985310301209348,1,0
